"source_college","target_university","major","academic_year","required_uc_course_or_area","articulated_ccsf_course","notes","raw_agreement_url_or_id"
"CCSF","UC Berkeley","Art (Practice of), B.A.","2025-2026","Agreement available","No Course Articulated","Date Published: 5/19/26 Get latest version Compare with another agreement ASSIST does not take the place of a counselor on your campus. It is intended to help students and counselors work together to establish an appropriate path toward transferring from a public California community college to a California university. Major Articulation Agreement Art (Practice of), B.A. Effective during the 2025-2026 academic year To: University of California, Berkeley 2025-2026 General Catalog, Semester From: ","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Ff4361e68-99e7-443d-acc4-08ddbf3f4ee7"
"CCSF","UC Berkeley","Asian American and Asian Diaspora Studies, B.A.","2025-2026","ETH STD 11AC","No Course Articulated","ETH STD 11AC: Introduction to Ethnic Studies","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Faab7fa91-4d5f-4684-aca3-08ddbf3f4ee7"
"CCSF","UC Berkeley","Asian American and Asian Diaspora Studies, B.A.","2025-2026","ASAMST 20A","ASAM 20","ASAMST 20A: Introduction to the History of Asians in the United States","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Faab7fa91-4d5f-4684-aca3-08ddbf3f4ee7"
"CCSF","UC Berkeley","Asian American and Asian Diaspora Studies, B.A.","2025-2026","ASAMST 20AC","No Course Articulated","ASAMST 20AC: Asian American Communities and Race Relations","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Faab7fa91-4d5f-4684-aca3-08ddbf3f4ee7"
"CCSF","UC Berkeley","Asian American and Asian Diaspora Studies, B.A.","2025-2026","ASAMST 20B","No Course Articulated","ASAMST 20B: Contemporary Issues in Asian American Communities","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Faab7fa91-4d5f-4684-aca3-08ddbf3f4ee7"
"CCSF","UC Berkeley","Asian American and Asian Diaspora Studies, B.A.","2025-2026","ASAMST 20C","No Course Articulated","ASAMST 20C: Cultural Politics and Practices in Asian American Communities","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Faab7fa91-4d5f-4684-aca3-08ddbf3f4ee7"
"CCSF","UC Berkeley","Astrophysics, B.A.","2025-2026","ASTRON 7A","No Course Articulated","ASTRON 7A: Introduction to Astrophysics","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F82bb55f8-70d1-4615-aca7-08ddbf3f4ee7"
"CCSF","UC Berkeley","Astrophysics, B.A.","2025-2026","ASTRON 7B","No Course Articulated","ASTRON 7B: Introduction to Astrophysics","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F82bb55f8-70d1-4615-aca7-08ddbf3f4ee7"
"CCSF","UC Berkeley","Astrophysics, B.A.","2025-2026","ASTRON 10","No Course Articulated","ASTRON 10: Introduction to General Astronomy","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F82bb55f8-70d1-4615-aca7-08ddbf3f4ee7"
"CCSF","UC Berkeley","Astrophysics, B.A.","2025-2026","MATH 51","MATH 110A","MATH 51: Calculus I","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F82bb55f8-70d1-4615-aca7-08ddbf3f4ee7"
"CCSF","UC Berkeley","Astrophysics, B.A.","2025-2026","MATH 52","MATH 110B","MATH 52: Calculus II","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F82bb55f8-70d1-4615-aca7-08ddbf3f4ee7"
"CCSF","UC Berkeley","Astrophysics, B.A.","2025-2026","MATH 53","MATH 110C","MATH 53: Multivariable Calculus","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F82bb55f8-70d1-4615-aca7-08ddbf3f4ee7"
"CCSF","UC Berkeley","Astrophysics, B.A.","2025-2026","MATH 54","MATH 130 OR MATH 120 AND MATH 125","MATH 54: Linear Algebra and Differential Equations","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F82bb55f8-70d1-4615-aca7-08ddbf3f4ee7"
"CCSF","UC Berkeley","Astrophysics, B.A.","2025-2026","PHYSICS 7A","PHYC 4A AND PHYC 4AL","PHYSICS 7A: Physics for Scientists and Engineers","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F82bb55f8-70d1-4615-aca7-08ddbf3f4ee7"
"CCSF","UC Berkeley","Astrophysics, B.A.","2025-2026","PHYSICS 7B","PHYC 4B AND PHYC 4BL","PHYSICS 7B: Physics for Scientists and Engineers","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F82bb55f8-70d1-4615-aca7-08ddbf3f4ee7"
"CCSF","UC Berkeley","Astrophysics, B.A.","2025-2026","PHYSICS 7C","PHYC 4C AND PHYC 4CL AND PHYC 4D AND PHYC 4DL","PHYSICS 7C: Physics for Scientists and Engineers","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F82bb55f8-70d1-4615-aca7-08ddbf3f4ee7"
"CCSF","UC Berkeley","Bioengineering, B.S.","2025-2026","CHEM 1A AND CHEM 1AL","CHEM 101A","CHEM 1A: General Chemistry | CHEM 1AL: General Chemistry Laboratory","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F8df15b59-7b12-40e9-aceb-08ddbf3f4ee7"
"CCSF","UC Berkeley","Bioengineering, B.S.","2025-2026","CHEM 3A AND CHEM 3AL","CHEM 212A","CHEM 3A: Chemical Structure and Reactivity | CHEM 3AL: Organic Chemistry Laboratory","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F8df15b59-7b12-40e9-aceb-08ddbf3f4ee7"
"CCSF","UC Berkeley","Bioengineering, B.S.","2025-2026","MATH 51","MATH 110A","MATH 51: Calculus I","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F8df15b59-7b12-40e9-aceb-08ddbf3f4ee7"
"CCSF","UC Berkeley","Bioengineering, B.S.","2025-2026","MATH 52","MATH 110B","MATH 52: Calculus II","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F8df15b59-7b12-40e9-aceb-08ddbf3f4ee7"
"CCSF","UC Berkeley","Bioengineering, B.S.","2025-2026","MATH 53","MATH 110C","MATH 53: Multivariable Calculus","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F8df15b59-7b12-40e9-aceb-08ddbf3f4ee7"
"CCSF","UC Berkeley","Bioengineering, B.S.","2025-2026","MATH 54","MATH 130 OR MATH 120 AND MATH 125","MATH 54: Linear Algebra and Differential Equations","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F8df15b59-7b12-40e9-aceb-08ddbf3f4ee7"
"CCSF","UC Berkeley","Bioengineering, B.S.","2025-2026","PHYSICS 7A","PHYC 4A AND PHYC 4AL","PHYSICS 7A: Physics for Scientists and Engineers","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F8df15b59-7b12-40e9-aceb-08ddbf3f4ee7"
"CCSF","UC Berkeley","Bioengineering, B.S.","2025-2026","PHYSICS 7B","PHYC 4B AND PHYC 4BL","PHYSICS 7B: Physics for Scientists and Engineers","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F8df15b59-7b12-40e9-aceb-08ddbf3f4ee7"
"CCSF","UC Berkeley","Bioengineering, B.S.","2025-2026","Courses that satisfy Reading & Composition A","ENGL C1000","ENGL C1000 Academic Reading and Writing 4.00units","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F8df15b59-7b12-40e9-aceb-08ddbf3f4ee7"
"CCSF","UC Berkeley","Bioengineering, B.S.","2025-2026","Courses that satisfy Reading & Composition B","ENGL C1001 OR ENGL 1B OR CMST 2","ENGL C1001 Critical Thinking and Writing 4.00units Or ENGL 1B Writing about Literature 4.00units Or CMST 2 Introduction to Rhetorical Criticism 3.00units","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F8df15b59-7b12-40e9-aceb-08ddbf3f4ee7"
"CCSF","UC Berkeley","Bioengineering, B.S.","2025-2026","ENGIN 7","ENGN 38 AND ENGN 10B","ENGIN 7: Introduction to Computer Programming for Scientists and Engineers (MATLAB)","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F8df15b59-7b12-40e9-aceb-08ddbf3f4ee7"
"CCSF","UC Berkeley","Bioengineering, B.S.","2025-2026","COMPSCI 61A","No Course Articulated","COMPSCI 61A: The Structure and Interpretation of Computer Programs","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F8df15b59-7b12-40e9-aceb-08ddbf3f4ee7"
"CCSF","UC Berkeley","Bioengineering, B.S.","2025-2026","EECS 16A","No Course Articulated","EECS 16A: Designing Information Devices and Systems I","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F8df15b59-7b12-40e9-aceb-08ddbf3f4ee7"
"CCSF","UC Berkeley","Bioengineering, B.S.","2025-2026","COMPSCI 61B","CS 110C OR CS 111C","COMPSCI 61B: Data Structures","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F8df15b59-7b12-40e9-aceb-08ddbf3f4ee7"
"CCSF","UC Berkeley","Bioengineering, B.S.","2025-2026","COMPSCI C8","MATH 108","COMPSCI C8: Foundations of Data Science","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F8df15b59-7b12-40e9-aceb-08ddbf3f4ee7"
"CCSF","UC Berkeley","Bioengineering, B.S.","2025-2026","MAT SCI 45 AND MAT SCI 45L","ENGN 45","MAT SCI 45: Properties of Materials | MAT SCI 45L: Properties of Materials Laboratory","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F8df15b59-7b12-40e9-aceb-08ddbf3f4ee7"
"CCSF","UC Berkeley","Bioengineering, B.S.","2025-2026","COMPSCI 70","This course must be taken at the university after transfer","COMPSCI 70: Discrete Mathematics and Probability Theory","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F8df15b59-7b12-40e9-aceb-08ddbf3f4ee7"
"CCSF","UC Berkeley","Business Administration, B.S.","2025-2026","UGBA 10X","GNBS 119","UGBA 10X: Foundations of Business","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fe15195a7-0cc9-4b8c-acf9-08ddbf3f4ee7"
"CCSF","UC Berkeley","Business Administration, B.S.","2025-2026","ECON 1","ECON 1 AND ECON 3","ECON 1: Introduction to Economics","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fe15195a7-0cc9-4b8c-acf9-08ddbf3f4ee7"
"CCSF","UC Berkeley","Business Administration, B.S.","2025-2026","Courses that satisfy the Statistics requirement for the Business Admin major","ECON 5 AND LALS 5 AND STAT C1000 AND PSYC 5","ECON 5 Introductory Statistics for Economics, Business and Social Sciences 5.00units LALS 5 Introduction to Statistical Methods in Latin American and Latino/a Studies 5.00units STAT C1000 Introduction to Statistics 5.00units PSYC 5 Statistics for Behavioral Sciences 5.00units","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fe15195a7-0cc9-4b8c-acf9-08ddbf3f4ee7"
"CCSF","UC Berkeley","Business Administration, B.S.","2025-2026","MATH 51","MATH 110A","MATH 51: Calculus I","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fe15195a7-0cc9-4b8c-acf9-08ddbf3f4ee7"
"CCSF","UC Berkeley","Business Administration, B.S.","2025-2026","MATH 52","MATH 110B","MATH 52: Calculus II","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fe15195a7-0cc9-4b8c-acf9-08ddbf3f4ee7"
"CCSF","UC Berkeley","Business Administration, B.S.","2025-2026","MATH 16A","MATH 100A","MATH 16A: Analytic Geometry and Calculus","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fe15195a7-0cc9-4b8c-acf9-08ddbf3f4ee7"
"CCSF","UC Berkeley","Business Administration, B.S.","2025-2026","MATH 16B","MATH 100B","MATH 16B: Analytic Geometry and Calculus","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fe15195a7-0cc9-4b8c-acf9-08ddbf3f4ee7"
"CCSF","UC Berkeley","Business Administration, B.S.","2025-2026","Courses that satisfy Reading & Composition A","ENGL C1000","ENGL C1000 Academic Reading and Writing 4.00units","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fe15195a7-0cc9-4b8c-acf9-08ddbf3f4ee7"
"CCSF","UC Berkeley","Business Administration, B.S.","2025-2026","Courses that satisfy Reading & Composition B","ENGL C1001 OR ENGL 1B OR CMST 2","ENGL C1001 Critical Thinking and Writing 4.00units Or ENGL 1B Writing about Literature 4.00units Or CMST 2 Introduction to Rhetorical Criticism 3.00units","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fe15195a7-0cc9-4b8c-acf9-08ddbf3f4ee7"
"CCSF","UC Berkeley","Celtic Studies, B.A.","2025-2026","CELTIC 15","No Course Articulated","CELTIC 15: Elementary Modern Irish","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F939f23d2-cc82-4403-acb2-08ddbf3f4ee7"
"CCSF","UC Berkeley","Celtic Studies, B.A.","2025-2026","CELTIC 85","No Course Articulated","CELTIC 85: Intermediate Modern Irish","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F939f23d2-cc82-4403-acb2-08ddbf3f4ee7"
"CCSF","UC Berkeley","Celtic Studies, B.A.","2025-2026","CELTIC 16","No Course Articulated","CELTIC 16: Introduction to Modern Welsh","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F939f23d2-cc82-4403-acb2-08ddbf3f4ee7"
"CCSF","UC Berkeley","Celtic Studies, B.A.","2025-2026","CELTIC 86","No Course Articulated","CELTIC 86: Intermediate Modern Welsh","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F939f23d2-cc82-4403-acb2-08ddbf3f4ee7"
"CCSF","UC Berkeley","Celtic Studies, B.A.","2025-2026","CELTIC 70","No Course Articulated","CELTIC 70: The World of the Celts","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2F939f23d2-cc82-4403-acb2-08ddbf3f4ee7"
"CCSF","UC Berkeley","Chemical Biology, B.S.","2025-2026","CHEM 1A AND CHEM 1AL","CHEM 101A","CHEM 1A: General Chemistry | CHEM 1AL: General Chemistry Laboratory","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fa87c1f14-e43e-43c9-acc9-08ddbf3f4ee7"
"CCSF","UC Berkeley","Chemical Biology, B.S.","2025-2026","CHEM 1B","CHEM 101B","CHEM 1B: General Chemistry","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fa87c1f14-e43e-43c9-acc9-08ddbf3f4ee7"
"CCSF","UC Berkeley","Chemical Biology, B.S.","2025-2026","CHEM 3A AND CHEM 3AL","CHEM 212A","CHEM 3A: Chemical Structure and Reactivity | CHEM 3AL: Organic Chemistry Laboratory","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fa87c1f14-e43e-43c9-acc9-08ddbf3f4ee7"
"CCSF","UC Berkeley","Chemical Biology, B.S.","2025-2026","CHEM 3B AND CHEM 3BL","CHEM 212B","CHEM 3B: Chemical Structure and Reactivity | CHEM 3BL: Organic Chemistry Laboratory","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fa87c1f14-e43e-43c9-acc9-08ddbf3f4ee7"
"CCSF","UC Berkeley","Chemical Biology, B.S.","2025-2026","MATH 51","MATH 110A","MATH 51: Calculus I","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fa87c1f14-e43e-43c9-acc9-08ddbf3f4ee7"
"CCSF","UC Berkeley","Chemical Biology, B.S.","2025-2026","MATH 52","MATH 110B","MATH 52: Calculus II","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fa87c1f14-e43e-43c9-acc9-08ddbf3f4ee7"
"CCSF","UC Berkeley","Chemical Biology, B.S.","2025-2026","MATH 53","MATH 110C","MATH 53: Multivariable Calculus","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fa87c1f14-e43e-43c9-acc9-08ddbf3f4ee7"
"CCSF","UC Berkeley","Chemical Biology, B.S.","2025-2026","MATH 54","MATH 130 OR MATH 120 AND MATH 125","MATH 54: Linear Algebra and Differential Equations","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fa87c1f14-e43e-43c9-acc9-08ddbf3f4ee7"
"CCSF","UC Berkeley","Chemical Biology, B.S.","2025-2026","PHYSICS 7A","PHYC 4A AND PHYC 4AL","PHYSICS 7A: Physics for Scientists and Engineers","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fa87c1f14-e43e-43c9-acc9-08ddbf3f4ee7"
"CCSF","UC Berkeley","Chemical Biology, B.S.","2025-2026","PHYSICS 7B","PHYC 4B AND PHYC 4BL","PHYSICS 7B: Physics for Scientists and Engineers","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fa87c1f14-e43e-43c9-acc9-08ddbf3f4ee7"
"CCSF","UC Berkeley","Chemical Biology, B.S.","2025-2026","PHYSICS 7C","PHYC 4C AND PHYC 4CL AND PHYC 4D AND PHYC 4DL","PHYSICS 7C: Physics for Scientists and Engineers","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fa87c1f14-e43e-43c9-acc9-08ddbf3f4ee7"
"CCSF","UC Berkeley","Chemical Biology, B.S.","2025-2026","PHYSICS 8A","PHYC 2A AND PHYC 2AL AND PHYC 2AC","PHYSICS 8A: Introductory Physics","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fa87c1f14-e43e-43c9-acc9-08ddbf3f4ee7"
"CCSF","UC Berkeley","Chemical Biology, B.S.","2025-2026","PHYSICS 8B","PHYC 2B AND PHYC 2BL AND PHYC 2BC","PHYSICS 8B: Introductory Physics","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fa87c1f14-e43e-43c9-acc9-08ddbf3f4ee7"
"CCSF","UC Berkeley","Chemical Biology, B.S.","2025-2026","BIOLOGY 1A AND BIOLOGY 1AL","BIO 100A","BIOLOGY 1A: General Biology Lecture (Cells, Genetics, Animal Form & Function) | BIOLOGY 1AL: General Biology Laboratory","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fa87c1f14-e43e-43c9-acc9-08ddbf3f4ee7"
"CCSF","UC Berkeley","Chemical Biology, B.S.","2025-2026","Courses that satisfy Reading & Composition A","ENGL C1000","ENGL C1000 Academic Reading and Writing 4.00units","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fa87c1f14-e43e-43c9-acc9-08ddbf3f4ee7"
"CCSF","UC Berkeley","Chemical Biology, B.S.","2025-2026","Courses that satisfy Reading & Composition B","ENGL C1001 OR ENGL 1B OR CMST 2","ENGL C1001 Critical Thinking and Writing 4.00units Or ENGL 1B Writing about Literature 4.00units Or CMST 2 Introduction to Rhetorical Criticism 3.00units","https://www.assist.org/transfer/results?year=76&institution=33&agreement=79&agreementType=to&viewAgreementsOptions=true&view=agreement&viewBy=major&viewSendingAgreements=false&viewByKey=76%2F33%2Fto%2F79%2FMajor%2Fa87c1f14-e43e-43c9-acc9-08ddbf3f4ee7"
